prospect_id,hashed_email,hashed_phone,curp_hash,first_identified_ts,geo_state,age_band,income_band,segment_label,intent_band,lead_quality_score,is_existing_customer
PR000130,2672e9b52e5e01836116f8b411871c6e,74dc9be89bd21d58828b774f,58bc0e8abed7391226e2b0f7,2025-05-24 16:31:31,Estado de México,18-24,0-10k,Joven digital,Alta,48.31,0
PR000131,4c316057470da31efdaf4b9115dbf52f,2f1d4fb23d48c5fa19a6f42d,c4abc9f05ba683aa2b6a6074,2025-10-15 13:37:23,Michoacán,55+,20k-35k,Prospecto informativo,Media,54.86,0
PR000132,bad0ae7b249c298f53d9d7d97196a23b,348db4e2bfab5044aee77919,0a14a34b353999603cbec452,2025-08-24 07:30:26,Michoacán,35-44,0-10k,Prospecto informativo,Alta,60.67,0
PR000133,69f18ca86bb210085da19cb74621f27e,2e6ef0273975cb4a2fe0ca43,c200b4c39786fd34c6ff5329,2025-09-07 18:17:36,Nuevo León,25-34,0-10k,Joven digital,Alta,68.09,0
PR000134,eec085724a991d91ffd58dfa6efd700f,b3f4a66029c3b766fc677640,3f50d924856c340c05ecabcb,2025-10-08 05:46:40,Otros,35-44,10k-20k,Prospecto informativo,Media,49.29,0
PR000135,20969de47dc807794b73dc6f041dca79,6dc24afd422579810e952494,87b8701f94f7e34845ae98e6,2025-05-20 11:47:17,Nuevo León,25-34,0-10k,Baja intención masivo,Baja,14.14,0
PR000136,9de9efa73b367c18bfdb4f735f8080a7,7e259485a9c7ec83306d7740,3c734acd6952d7361268335e,2025-04-13 14:22:45,Puebla,25-34,35k-50k,Cliente existente digital,Media,83.08,1
PR000137,b5edb7932a30b5dfebe5a8cf87636e1a,c726fb2fe93d2bf298efdf47,12de96bab1fb4971c0266c4d,2025-02-28 18:33:26,Nuevo León,35-44,20k-35k,Asalariado consolidado,Alta,91.22,0
PR000138,7bb96154f91913231d403d2df46ea313,ec81b8ad813d87cc87856f0e,b42f115d528225a66d830cfb,2025-03-05 10:12:07,Otros,18-24,20k-35k,Prospecto informativo,Baja,41.99,0
PR000139,7644033e0b2ce1ccad332ff8d0e8235b,7b5de15f335b33b6a3e3f509,cff8fa5b4b502ceffe75faff,2025-03-24 05:32:12,Jalisco,25-34,0-10k,Joven digital,Media,74.93,0
PR000140,3e158c3a2d04c42fb4a01c57a5c366d2,b027815bc5427640e627df89,2b001fde545a602a830c3a37,2025-06-19 13:48:32,CDMX,18-24,10k-20k,Joven digital,Alta,64.86,0
PR000141,06dfc446ed0a574bf70d94872a0e0d23,2e7c8d5e7b9ebe8e88036502,24bdf49570b7c9efe438fed9,2025-10-09 22:09:31,Estado de México,25-34,20k-35k,Joven digital,Media,68.34,0
PR000142,812e72dfb0c6f6e7bef799b16c055e29,2c96c9904e4505becb549b66,6ca9f6efed68977f0af00269,2025-02-23 10:12:18,Otros,35-44,0-10k,Prospecto informativo,Alta,57.75,0
PR000143,2d5af37a6c866da5a76b62ed408a68d8,fea309c3a8f77a49d09edeb9,1e7229bae45a548ca1002cec,2025-06-01 13:53:21,Otros,55+,0-10k,Prospecto informativo,Media,55.78,0
PR000144,b74549717353086bd664a8c46f0bf551,c72b1b064c9cea47982ef15f,9a8ec7683d07e74a8dde432c,2025-10-15 15:13:34,Baja California,35-44,0-10k,Prospecto informativo,Alta,57.96,0
PR000145,43b8a14674093683c27862881f31207f,36b2c3c9999f3221aaf4acfd,9a933944699b24c6700198f4,2025-09-12 13:02:09,Otros,55+,50k+,Ahorro alto potencial,Alta,88.7,0
PR000146,4d09117f2dbd3f70e853414a7e1768d6,e2ec5cfb27635dbe8eabf361,b0a40e006ab6112e28703dfe,2025-12-01 05:45:33,Otros,35-44,10k-20k,Prospecto informativo,Media,42.74,0
PR000147,0ed60b3417b0d823f48a861e1f8a4558,56bc2f04c5d610862b0dcfce,9d91b32dcbebad99c5dcec1e,2025-04-18 15:27:52,Puebla,25-34,0-10k,Joven digital,Media,66.36,0
PR000148,c72c72db4a9cb7831eb5a522d62612c0,31678c2837171efbfe830929,26555031d83f8fbfdd0f75b4,2025-06-18 06:06:36,Nuevo León,45-54,10k-20k,Prospecto informativo,Alta,71.52,0
PR000149,bd711b6d402098ac9d3d103fa997f063,1c126f44246d6f78ee1244b3,9e92c1a21caf2b484e2dbf15,2025-12-07 02:11:18,Chihuahua,18-24,35k-50k,Joven digital,Media,64.55,0
PR000150,2c41032b6aae4b8bc6047036f3cd7d89,cde5c7b428adb4d3f0df359d,033161825fd26283fe88c8e5,2025-06-28 01:54:31,Yucatán,18-24,10k-20k,Joven digital,Media,54.81,0
PR000151,e295f7de6d27907f2f9e60c3fcc498a3,d1fef5294d771a5f66ea422f,5ff220e586e5cbcc3ea5080f,2025-02-19 20:14:48,Estado de México,55+,10k-20k,Prospecto informativo,Media,54.19,0
PR000152,06fb5e3b7df87bbba3c6600a78171a59,86dad43d570e3249929f9a9c,143472b439cecee700560037,2025-02-19 21:50:24,CDMX,35-44,50k+,Cliente existente digital,Baja,84.38,1
PR000153,21c105bd26c9f6f0449b9cbe0b725c78,e6417d23e2d44d4d02babd0b,d245813ba38c7038fb0eaa03,2025-10-23 03:16:36,Baja California,55+,35k-50k,Ahorro alto potencial,Alta,82.8,0
PR000154,31e4b6ff20135fd2c6e6c1bf1d596a84,0957e652fe5e216dbc954064,b19d331f7c8a994b0ee28f48,2025-12-17 08:33:13,Nuevo León,18-24,20k-35k,Joven digital,Media,64.47,0
PR000155,dea78bf497b37b97d6fdf8def4a0998e,0d19d99299376382bdef3f90,6931e6f01d2f44f2c568dc98,2025-05-12 08:30:58,Otros,45-54,10k-20k,Baja intención masivo,Baja,21.11,0
PR000156,c4f79cc0f5e0469ab51e7c40c2696aef,0063205185a9f7e5998a2940,36509f083c1c2063fd15e29d,2025-05-04 16:15:21,Jalisco,25-34,10k-20k,Baja intención masivo,Baja,37.89,0
PR000157,815941f8aacf5777889cc6d364314f73,ad16b05f49d21b6e19164451,280ae23107d4fd63eacf632b,2025-08-20 18:29:25,CDMX,25-34,35k-50k,Joven digital,Media,81.53,0
PR000158,5c6f30290e990bad34c082efbe22ce2b,3478993593ff681e5a93662e,1f23dc80ee8c560d6ff3d71e,2025-09-07 18:25:03,San Luis Potosí,45-54,20k-35k,Asalariado consolidado,Alta,74.0,0
PR000159,4a3ec261a0dae0298091ebb7bda0f670,9be010820f9828dce40de674,f17ceef0c87f3d754dca498b,2025-03-26 21:55:40,CDMX,25-34,10k-20k,Joven digital,Media,60.8,0
PR000160,cc7c95c60995716b2bad8df9b05f5eb1,2502e9cbe5a28cff0459619b,fa1e4e9d93cdfec836742afe,2025-09-04 23:13:16,Jalisco,35-44,0-10k,Baja intención masivo,Baja,36.12,0
PR000161,f98bc13d2c86bd5cb5a458a0b925595f,92bb0c518c0e271e9eb4ac5d,4811298c4b96d9d6423caac1,2025-06-15 06:15:23,Querétaro,45-54,0-10k,Baja intención masivo,Baja,25.58,0
PR000162,f4e9e9c1ebfe0a0b3e3b51064cef64bc,bdd4e7fc98797ca2f267be1c,e2c3362f9a5e0e6e441fb9ae,2025-05-12 19:54:21,Otros,45-54,20k-35k,Asalariado consolidado,Media,59.73,0
PR000163,3165a85e64ef8241e80a7c7764af1532,460b9342ef18c1af46d82bd2,4f5979e1ed9cde4385c69ab5,2025-05-01 03:30:09,Jalisco,18-24,20k-35k,Joven digital,Alta,79.71,0
PR000164,ed798e8cc0f3e95ab19afe5828c85611,6423a451b001d92f0f32244a,15d589ec69db7353ed4bb089,2025-03-13 06:28:19,Nuevo León,18-24,10k-20k,Cliente existente digital,Baja,46.4,1
PR000165,8aca99bca7d005dd8567bc4ed6518ef2,8b1528ba83f4f53fad145d4f,8018e8b722c3d7490c10c84d,2025-02-04 07:32:09,Chihuahua,45-54,20k-35k,Asalariado consolidado,Alta,72.41,0
PR000166,5f2424491b957e101dbc25140cf3cb28,4c34c19951991ff6d42e4845,9f5620f6969cca12c19c78c9,2025-06-05 07:38:06,Otros,35-44,20k-35k,Asalariado consolidado,Baja,61.88,0
PR000167,9a13bf82b8149d989d3abdcf338fca1e,50720d56891e83ac127ee402,eef98179eba37dc2d6c17697,2025-03-29 14:36:15,Puebla,25-34,20k-35k,Joven digital,Media,85.15,0
PR000168,10b0aad20c3e0200e54d825114354ff4,94c855c6ee53bb3631f23a63,45f069fbca4a80cf8336c54a,2025-09-08 18:11:50,CDMX,18-24,10k-20k,Joven digital,Alta,66.82,0
PR000169,b9a3cafdda8ada9e384b9c06a6ef782f,f3492becc55dcd03444e6628,ba3f08e76bf83d60d035b687,2025-08-25 11:36:43,CDMX,18-24,50k+,Joven digital,Media,66.73,0
PR000170,451923e373042294b9806f5b2a329acb,fafb9b02237f63e9309440ff,d17439c6348f03b04f4f542d,2025-08-19 06:58:17,Jalisco,55+,0-10k,Cliente existente digital,Media,49.65,1
PR000171,dfdc32633f0066679c1dbbad511cc7b6,3d3c541f4f0922a62d041bdd,aee0e8951a53d1940c96f1b4,2025-04-12 23:44:11,CDMX,25-34,20k-35k,Prospecto informativo,Baja,37.71,0
PR000172,afd6a699c2977210a03b905b57745204,8321c63f00aafcd4114946bb,a968b51e11d4c0332c222847,2025-02-15 18:42:40,Yucatán,45-54,10k-20k,Prospecto informativo,Media,41.2,0
PR000173,e485dec92daf7980f9a734c1834153c4,6a1a7a3d7e0b0552ad8e6914,72114d76af97fec8b19f1e0d,2025-04-07 07:29:19,CDMX,25-34,20k-35k,Joven digital,Alta,72.82,0
PR000174,1b46a0dd3a3066130832063bdb8ccd45,121086500b9d571a4d1cf087,ab3ead3825134e264c5c5428,2025-07-07 17:40:41,Puebla,25-34,20k-35k,Joven digital,Media,63.47,0
PR000175,789d2f2a36e243984fe5e9a37ce52eac,7265680e0f5bebb6d8380c2b,ac0fbfe5331abf50176bd0e4,2025-03-09 01:29:39,Coahuila,35-44,10k-20k,Prospecto informativo,Alta,63.14,0
PR000176,0faf5519b821414efc44c138ce6d6a53,ec091ad23d789194c0686080,e2f70a4e8ec1575a828c973b,2025-02-10 23:08:03,Querétaro,45-54,20k-35k,Asalariado consolidado,Baja,52.14,0
PR000177,4688faef894e365ebe65a14bc415d574,4e76a68ec3aa334fee269917,e3d15a694aabf8e1bfe3af4b,2025-04-30 10:46:09,Jalisco,25-34,20k-35k,Joven digital,Media,68.55,0
PR000178,db2178f09378bf81705c0724a8feae31,b7d0a3664e4e468c16575e2e,67b47fe5573dbf67a1c2fc3c,2025-04-12 03:52:40,Michoacán,25-34,10k-20k,Baja intención masivo,Baja,23.3,0
PR000179,d4b6e1a15a57c075b2edfce80685b6d2,51ebc1429b3db56c032bfdf2,a5d0fe432b3cbb5be68e152e,2025-08-01 00:45:46,Coahuila,35-44,0-10k,Baja intención masivo,Baja,26.13,0
PR000180,1b20350b55a9214165be8be2d3cc8e3f,3cece4dd9fcf87e4da36fb3f,cb9832cb32170341cf7fc5bc,2025-07-25 18:14:24,Baja California,18-24,10k-20k,Joven digital,Media,60.34,0
PR000181,d44df8dd29c2d1ef0cdb04ea5eda3038,ac48b280b83742272c1c4575,b84c614f0c1af797c9c7b549,2025-04-21 03:23:22,CDMX,25-34,50k+,Joven digital,Media,82.05,0
PR000182,4c2a67c8ef9af07c61d5501340ffb3a0,25982fc2f3cbdfb221f33fee,e7137bd337f1894b9223f321,2025-06-04 20:44:41,CDMX,35-44,10k-20k,Prospecto informativo,Media,62.19,0
PR000183,45d680abd9dae86504b040c755c22267,274eca0e7530f4a7cb833c41,fff2b605a949a38f636fee35,2025-09-09 10:40:26,Otros,18-24,10k-20k,Joven digital,Media,65.49,0
PR000184,52add086b1469a56bc5f1194c2c6c78d,64afaed685b8fbdc90025f29,436917652e38d3e34b4179fa,2025-11-17 22:23:30,Estado de México,35-44,10k-20k,Prospecto informativo,Media,48.54,0
PR000185,81f541b3a1e5f53b2d884d3f7017c299,ee6841de16d55f185075994c,ae9cca4c56b50665b8e89b85,2025-03-24 23:29:46,Nuevo León,18-24,20k-35k,Prospecto informativo,Baja,19.19,0
PR000186,4489e32a77b9a2bb89b3539871332612,544401c2b7a836ccc3596fa1,a67aaee138ef9a908c61a907,2025-09-22 09:49:45,Puebla,35-44,20k-35k,Asalariado consolidado,Media,76.74,0
PR000187,67dedf56d343241ae2795535e6f5951a,768f287c8658c2a90e44107d,ab66c3a845d4fd494f8899df,2025-03-22 15:58:50,Yucatán,45-54,20k-35k,Asalariado consolidado,Media,80.89,0
PR000188,c2f159010c73bd52eeb41b32a0a2bf24,5f82fa7f5520eb47364aa5a6,40755b77e9b03f5fc4c0edd9,2025-03-15 09:11:21,Otros,45-54,20k-35k,Asalariado consolidado,Media,59.42,0
PR000189,5be6083121f0c13efe348fe4c3f61035,d5976902dc4d2816c304fd31,0f84e691cd9b5180413690c3,2025-03-23 14:33:43,Nuevo León,35-44,20k-35k,Cliente existente digital,Media,78.23,1
PR000190,a4b1d5a74a663f28c464186fd5e6f519,b91d58adaf7ce66b2a45170c,58eb86ad0f55e7563da80ac3,2025-08-18 23:16:46,Otros,35-44,50k+,Cliente existente digital,Media,82.77,1
PR000191,e14e853328af4f18c5482f4a89a4a09a,5f129883f5d7b42881cca20b,d3962bf20984cc7f39c6d6a1,2025-12-31 20:31:31,CDMX,25-34,20k-35k,Joven digital,Media,80.85,0
PR000192,6c7fbbb9bb5147e754331a0f5c549ed3,d1a1624ea013c0f56585ce54,13b10101ba34c0567686179e,2025-08-28 17:25:19,Guanajuato,25-34,20k-35k,Cliente existente digital,Baja,65.5,1
PR000193,b1c431585c55dcb7226bd60f65eee400,e8eb2a759e0e2beaeb1e5794,dd8e7783d89569b31a814e7a,2025-02-12 12:56:47,Veracruz,18-24,20k-35k,Joven digital,Media,60.76,0
PR000194,b55ed57473a88d74827cc6ece6a22ae2,7bbf404687b94e6adc325bdf,09c8a25eb249df483e28e4b9,2025-08-30 14:13:35,CDMX,35-44,10k-20k,Cliente existente digital,Media,81.82,1
PR000195,dcef51160ab72555788715cc607686da,8160d022817ed5f5f85405ef,7c658a98f6e9e53acd7d3b87,2025-06-17 15:07:47,CDMX,18-24,20k-35k,Cliente existente digital,Media,72.23,1
PR000196,c1e347c780c720d5857bb1ff3271fcdd,7d30fe8ab64de2f2ec28799d,f20cdc00d8738014750e7b16,2025-06-04 10:36:28,Estado de México,25-34,20k-35k,Joven digital,Alta,73.48,0
PR000197,48a8ff26bed2fa522c1e2916097cee77,04478c8115e5fee3b1f1d837,4408168a5520a47dd0eeba1b,2025-05-06 20:52:54,Otros,35-44,35k-50k,Asalariado consolidado,Media,84.97,0
PR000198,4069cdd236db87161b6f506a8f2849f6,287216737badbe9769633d61,6ce63e3eaa2d7ac34b472c9a,2025-07-20 16:24:27,Querétaro,35-44,50k+,Ahorro alto potencial,Alta,84.2,0
PR000199,18733edb731b9f036788e8357e80f224,5c080833ad455bb00dfcf7cc,d6eb29aa19b2a3f4a3ebe5f4,2025-04-03 10:04:02,Otros,25-34,20k-35k,Prospecto informativo,Baja,45.13,0
PR000200,1612e3a2ccf9d02fa7ff793176a3f419,a045929bc08b28d84c872b41,964a89056bba8098d59c946a,2025-03-07 20:49:05,Michoacán,25-34,20k-35k,Cliente existente digital,Alta,85.64,1
PR000201,3f51d612af7067800efe8ae4fb8c06c6,e98e1120315dc99ae71f8c64,1a4a7eba094169632532c97c,2025-02-01 20:24:17,Estado de México,35-44,10k-20k,Prospecto informativo,Media,75.95,0
PR000202,5b8c7db169d31c8b3e7f4e37f174f645,97e63756e27ce8b6df9c9eb6,3d05640de1f62fcf3993c985,2025-07-22 07:16:10,Chihuahua,55+,35k-50k,Prospecto informativo,Media,50.78,0
PR000203,f2d3fb39e16f57995ffa1f1894f4802d,5fc30bc25883b0b897c6371c,517e4eedb0554bb002a18e6c,2025-05-05 23:06:54,CDMX,35-44,20k-35k,Asalariado consolidado,Alta,75.56,0
PR000204,6ec25fa4b1fb563eb5ca94db0bc14809,b079acc0ea124c548a5ef65a,68e67db7f77931ecf44a4d44,2025-05-10 15:49:41,CDMX,25-34,50k+,Joven digital,Alta,90.92,0
PR000205,690253f34ee7e6585f125c79f32ad793,c8cc108e843944f1922a01a8,9e4bda631007067c8f5a14b8,2025-04-03 10:20:08,Michoacán,45-54,20k-35k,Asalariado consolidado,Baja,48.33,0
PR000206,b5bd0bf5e4af6790a11516e0ea59c9fe,e0ff40472a0ea09a5b5107b9,317ec410f0bda0d08b2db762,2025-07-26 03:55:02,Chihuahua,18-24,20k-35k,Prospecto informativo,Baja,42.25,0
PR000207,abd4e2f4e31b411c415fcc977363e32b,16d95edaede2279381030a39,2a8ab255bbe85f8e9f8e3b92,2025-02-12 01:05:12,Jalisco,25-34,0-10k,Joven digital,Media,54.92,0
PR000208,8504f4602dcc43d701634ca238c6d9eb,eb55a9cd9533e96c8e30e611,41d02dc2aa4f84c6ebbdc78c,2025-07-11 04:39:04,Guanajuato,18-24,20k-35k,Prospecto informativo,Baja,34.85,0
PR000209,230d86b92222fca53abf88a1b0521e51,f37f0171ea5756a9ae49c4c2,aec6c6d4d398349898288651,2025-02-21 00:05:02,Veracruz,25-34,10k-20k,Baja intención masivo,Baja,31.81,0
PR000210,8b15c442e9c623ef699e34ba8a40c6e3,2d69db27aa2fd526b39f940c,c2a0dd9cba46084cadc54026,2025-02-25 02:17:06,Otros,35-44,20k-35k,Asalariado consolidado,Baja,61.14,0
PR000211,49a35e1d7b7f86837d30d61dd3900786,35fefb020b0a54ff3f451eec,8c94aefef37c0681f9a09d30,2025-04-20 12:32:49,Veracruz,35-44,10k-20k,Baja intención masivo,Baja,26.8,0
PR000212,bec82a9cab3157b59a2cfeb08e14d812,cea8c8f8df1493a742433df5,afdad93230d5d5e0e2ae0779,2025-08-15 16:04:21,Estado de México,45-54,10k-20k,Prospecto informativo,Media,47.5,0
PR000213,5be9137630a9f3cbd2bca348c3add29e,526eb928d2d5243abf28f956,0c0ec4874f382c8d09fc24e5,2025-04-23 20:30:21,Estado de México,35-44,35k-50k,Asalariado consolidado,Baja,58.9,0
PR000214,7779dab8f6f6a56ad5183c068deba236,347b8a854b36fb84baf1b623,3faca9a6387fe3976c23fdb9,2025-07-01 13:01:08,Estado de México,25-34,20k-35k,Joven digital,Media,64.93,0
PR000215,6a8f016ff2ac79ae43558f86f05918dd,f25cafe56a1df7c42a2f1593,3aec088271fe0631c432572e,2025-02-12 15:32:37,Veracruz,35-44,10k-20k,Baja intención masivo,Baja,36.93,0
PR000216,579ddbd5f471bef9c3425a247d2938d1,f448be5b36cd61ef8dbbdb6c,5e9752cf5603039a047e3cbf,2025-07-20 07:47:04,Otros,35-44,35k-50k,Asalariado consolidado,Media,77.8,0
PR000217,bbff47f0ddb7451045519265aa00dc33,877c5ec52698c5de73c22d02,8860ca1e9c0310418457f74a,2025-08-12 15:39:41,Estado de México,35-44,0-10k,Prospecto informativo,Alta,65.55,0
PR000218,38c83454ce0453aa3abf31a82e4cef54,445cc93394aeaf045a62e9cf,fdc9d7beada9e3ffc332eee0,2025-04-26 21:27:51,Jalisco,25-34,10k-20k,Baja intención masivo,Baja,30.64,0
PR000219,ba7a6bd24aae5e8bf4922b221324a396,16110c1a6f9e973acad1b80f,65a0a3e1d1446e5bba190472,2025-04-02 18:23:12,Jalisco,35-44,10k-20k,Prospecto informativo,Alta,64.8,0
PR000220,f042adbb94bceb10b8954616422ce472,f4ed7d5f2e49abd0d5831a1e,ca59ce2ea22725041b8e8a8d,2025-06-08 06:53:09,Baja California,35-44,0-10k,Prospecto informativo,Alta,73.44,0
PR000221,b91b1424cc0f7ee5dab90342503f94a4,bf01de44289bba5465b7c360,179eb85cbbd8845c9c09b3ae,2025-05-24 05:11:53,Michoacán,25-34,35k-50k,Prospecto informativo,Baja,52.9,0
PR000222,9cf2529aeec0cb2bed18b1703ae74fbb,2b2e66b4576095f4c7218338,d254da0aa3e5aaa055f8b1b5,2025-03-29 05:26:55,CDMX,45-54,20k-35k,Asalariado consolidado,Baja,42.65,0
PR000223,83a5d8ba384198919ceab4695fbd9290,ee000ec1198a2ca081b84e27,ad63e87114038c09dee82fbc,2025-10-09 20:14:05,CDMX,25-34,20k-35k,Prospecto informativo,Baja,49.94,0
PR000224,2feac3531ba8e92307c1b8b158a8761e,2c0ac7ebc1410dd38e48c368,a65f286dd97a8eee438bdbda,2025-03-01 20:30:18,Querétaro,18-24,20k-35k,Joven digital,Alta,62.19,0
PR000225,1a96929586845de172e47fe1afa30bb4,1416b3dfdcc603dcbb4d0124,3dd8dd19a3ccf5ea896cd51b,2025-10-05 04:54:57,CDMX,35-44,10k-20k,Prospecto informativo,Media,61.75,0
PR000226,72187f81340277d6fb26b55e18efa904,b791513f5e5be2777ae7738f,94c62f968593511bda807379,2025-09-18 03:52:14,Michoacán,45-54,20k-35k,Asalariado consolidado,Media,79.32,0
PR000227,015f001a2cda545c92b21da0112a332b,692024a34f2e361537fcd8d6,1fa8e18d5dddd6cc5c2059fa,2025-02-18 14:00:37,Nuevo León,35-44,20k-35k,Asalariado consolidado,Baja,58.12,0
PR000228,818e88222c4880726ac4eae2613ddd46,a467ff55282abc35a6074906,d37ce54cd31155c9d4d29326,2025-06-03 19:28:39,CDMX,25-34,20k-35k,Cliente existente digital,Baja,77.05,1
PR000229,450f5b55addb94e5e491dc770008ab33,3e023d760060d7c4411f98ac,a1414aceeac68ab4fc464b59,2025-05-18 18:35:10,Otros,55+,10k-20k,Prospecto informativo,Alta,52.28,0
PR000230,1dc9bf74040523ab4e09aa17a4742d47,504ca7ca24281a20fad1add3,46b82e6706e8b428c7a5a559,2025-06-19 04:28:09,Jalisco,25-34,10k-20k,Joven digital,Alta,78.97,0
PR000231,82d6b3d3af1e2b71ade9a97434256b21,156f55d687ba3262f8e76c47,11cf5e8647cb5832cb16d53d,2025-03-29 06:27:51,Nuevo León,25-34,0-10k,Baja intención masivo,Baja,22.89,0
PR000232,ee35be315a05759eeec2e30a0d60fe41,3d9ea5c2750a1a61ff412e84,4933d48f7410b90f991a6257,2025-07-24 20:43:33,CDMX,35-44,0-10k,Prospecto informativo,Media,45.47,0
PR000233,d6c2d55191f12e7e41cefb8ccb11e98c,d45d629d9cac3dba95009bfd,057ab3a4cd6dde4fdd1de1ed,2025-12-10 03:41:50,CDMX,25-34,20k-35k,Joven digital,Media,79.76,0
PR000234,19d28bb487183fb3e5f6b168a9ba3499,546c66b7b721917b072926f9,ba47ef54f8dbd7d3dbea6ed4,2025-02-08 22:27:49,CDMX,35-44,10k-20k,Prospecto informativo,Media,57.38,0
PR000235,d642e44884297c25448fcf7c425e796c,75b51c9dcbea97e1c4bdb4f9,d0499d6d71bc61bd3466a5d7,2025-07-14 19:45:43,CDMX,55+,20k-35k,Prospecto informativo,Media,58.07,0
PR000236,ab75e430e896200364ed56bcb8e5a697,f235db03cabbcbd2e791ba0e,bf656fd1388477cd7c5f94aa,2025-07-15 06:12:23,Jalisco,25-34,20k-35k,Joven digital,Alta,78.75,0
PR000237,1e9610511ee3451470a539f1f38758cf,42b6cad5f66fcc2f22585008,070448423879c6d7764c4264,2025-03-31 15:51:43,CDMX,18-24,10k-20k,Joven digital,Media,73.95,0
PR000238,9d14f20af112dc5e0c08816d75261d4f,315f7ba8e0e0267fc0f7884d,ce13c4557bbdc68381195b24,2025-04-06 11:24:38,Querétaro,25-34,20k-35k,Joven digital,Media,73.9,0
PR000239,fe76d22c16cb2f2e11eced725d13e4bd,f621040b1f0cd4a05043f391,6d0dd08d20251b5b63c18759,2025-01-27 19:57:14,Yucatán,35-44,10k-20k,Prospecto informativo,Media,67.23,0
PR000240,6a01c6d31778d2fe1d525734fdfb8f51,65445f18fa7433aef82f89c4,875530c08df26d0aadd35079,2025-10-08 03:00:39,Estado de México,35-44,50k+,Ahorro alto potencial,Alta,89.01,0
PR000241,d7c84505863382394b5fcd42ac6b3125,9ba3dd78c3d0cb06877efdc5,6784d4fd1ab85b1cf9c8d11b,2025-04-12 15:37:54,Nuevo León,55+,10k-20k,Prospecto informativo,Media,45.4,0
PR000242,4b62d1082ac46e4595d9d64a85003fc9,5aaa8a367ed5752c1369997c,c057b7744edfd8c0954599d0,2025-04-09 16:40:05,Puebla,35-44,35k-50k,Ahorro alto potencial,Alta,88.01,0
PR000243,0f9400c0d6e9f340005345e46f0b667a,e011730ebd4205cf865f59c6,fd5dde3ec3feb7a00d6aee4c,2025-08-25 22:49:25,Otros,55+,10k-20k,Prospecto informativo,Alta,59.05,0
PR000244,d7d3701e997a758716eb8256ac485fdb,a1923686aa3713276446e292,3412433789203e405cd7b4de,2025-09-13 04:41:45,San Luis Potosí,25-34,10k-20k,Baja intención masivo,Baja,23.64,0
PR000245,161dcad04c9f092a5243a4f07ae3b2bd,adb20ee39355f2e86f9fc864,596ffb679103cf0e32f3dd78,2025-06-25 16:19:06,CDMX,25-34,20k-35k,Joven digital,Media,66.86,0
PR000246,2d324f14e05b658dd27761fe5207ed98,fcd95b18643f3b71eb7b41a0,dd589bf1db170c87101e5448,2025-09-18 17:07:11,Jalisco,25-34,10k-20k,Baja intención masivo,Baja,39.87,0
PR000247,56a35663dd6d2b1b197603e391869e69,3e0930a190b070e63649cbc0,c89db3fe4f3d2b854e2ccf21,2025-01-19 08:54:33,Jalisco,45-54,10k-20k,Prospecto informativo,Alta,66.46,0
PR000248,3dc9755afc2c44b8cd51f9359f34b08f,07a3d1729337e93bec5a822e,5f5ea3935f3f7e83b8a31806,2025-09-06 04:45:50,Jalisco,25-34,10k-20k,Cliente existente digital,Baja,42.34,1
PR000249,93a1127b549733441adc190e452d7ed7,2b3be84286a22bbe613dd0c7,c575c49c3142a3c61d47f673,2025-06-20 01:12:44,Querétaro,25-34,35k-50k,Prospecto informativo,Baja,61.06,0
PR000250,204708151841e2d513879e64989d476e,caf0f84db214c31a43cb7fc6,c20fa5afe3ea1d654f541385,2025-08-20 10:45:32,Estado de México,25-34,20k-35k,Prospecto informativo,Baja,35.88,0
PR000251,076faeb4dae00c7f852b52fefdd7a8c2,3df029aa0f4df3e418015afa,1d0ead7e148d06aa7191235b,2025-04-03 01:18:43,CDMX,25-34,0-10k,Cliente existente digital,Alta,84.47,1
PR000252,33d73ac1395cdca6f45a51d3f5bfee1d,f2667a955fdebd96fbd8f38f,bfeac0bd36b64dbeb3bb7026,2025-03-13 04:34:30,Estado de México,35-44,10k-20k,Prospecto informativo,Alta,68.34,0
PR000253,b84a6534e2c8b19fb83a12070c5c322f,47043df59a57222020934106,4b9027e6ef72f8ea3502dc14,2025-07-31 02:50:43,Guanajuato,45-54,50k+,Cliente existente digital,Media,98.0,1
PR000254,3378e9a33f7e319a6ff368e2a5a88d9d,74670ffdd0fe4b864ad6474b,a289c91c5798b91321482046,2025-09-15 03:51:39,CDMX,18-24,0-10k,Joven digital,Media,61.8,0
PR000255,69c138f01f0ab2d47ec726582087107b,8e589224469617403ad23554,08c7c84952cf79357c795e88,2025-09-17 20:34:04,San Luis Potosí,35-44,20k-35k,Asalariado consolidado,Media,77.61,0
PR000256,dd0187f271bcff9fcc3801d0edc656e6,a6106aa46e08e0800cccdc4d,18d0cd390f8905577036366f,2025-08-18 18:07:30,CDMX,18-24,10k-20k,Joven digital,Media,55.72,0
PR000257,a9254f0870c2551a05bb54cf8d94c994,b4bc5cd7204efe7ad6a0c36a,bf63113eba5aa6d649a8929e,2025-12-20 07:06:32,Otros,25-34,10k-20k,Baja intención masivo,Baja,41.38,0
PR000258,a5b81458beffc02354d797ecd4e5f96f,bce6044cc68734dcea10b087,b13bf37bd767348cd773ba81,2025-07-21 20:59:31,CDMX,25-34,10k-20k,Baja intención masivo,Baja,32.0,0
